instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
m8a.large,us-east-1b,5,20.0,10,1,2,10.0,0.0,0.0725,478632.211,0.0073,5,660182.36
m8a.large,us-east-1b,5,20.0,10,1,4,10.0,0.0,0.0725,478632.211,0.0073,5,660182.36
m8a.large,us-east-1b,10,20.0,10,2,2,10.0,0.0,0.145,478632.211,0.0145,10,330091.18
m8a.16xlarge,us-east-1b,2,1.0,17,7,7,18.0,1.0,0.9506,861537.9798,0.0528,2,50350.5377
m8a.large,us-east-1b,25,20.0,50,1,2,50.0,0.0,0.3625,2393161.055,0.0073,25,132036.472
m8a.large,us-east-1b,25,20.0,50,1,4,50.0,0.0,0.3625,2393161.055,0.0073,25,132036.472
m8a.large,us-east-1b,50,20.0,50,2,2,50.0,0.0,0.725,2393161.055,0.0145,50,66018.236
m8a.metal-24xl,us-east-1d,3,1.0,75,3,5,96.0,21.0,2.1126,4594869.2256,0.022,3,22656.0736
m8a.large,us-east-1b,50,20.0,100,1,2,100.0,0.0,0.725,4786322.11,0.0073,50,66018.236
m8a.large,us-east-1b,50,20.0,100,1,4,100.0,0.0,0.725,4786322.11,0.0073,50,66018.236
m8a.large,us-east-1b,100,20.0,100,2,2,100.0,0.0,1.45,4786322.11,0.0145,100,33009.118
m8a.8xlarge,us-east-1c,15,1.0,115,4,2,120.0,5.0,3.4905,5743586.532,0.0291,15,13712.4255
m8a.metal-24xl,us-east-1d,5,1.0,287,1,6,320.0,33.0,3.521,15316230.752,0.011,5,13593.6442
m8a.large,us-east-1b,200,20.0,400,1,2,400.0,0.0,2.9,19145288.44,0.0073,200,16504.559
m8a.large,us-east-1b,200,20.0,400,1,4,400.0,0.0,2.9,19145288.44,0.0073,200,16504.559
m8a.large,us-east-1b,400,20.0,400,2,2,400.0,0.0,5.8,19145288.44,0.0145,400,8252.2795
r8a.48xlarge,us-east-1c,3,5.0,439,1,9,510.0,71.0,8.0619,24104220.321,0.0158,3,5862.5358
m8a.large,us-east-1b,500,20.0,1000,1,2,1000.0,0.0,7.25,47863221.1,0.0072,500,6601.8236
m8a.large,us-east-1b,500,20.0,1000,1,4,1000.0,0.0,7.25,47863221.1,0.0072,500,6601.8236
m8a.large,us-east-1b,1000,20.0,1000,2,2,1000.0,0.0,14.5,47863221.1,0.0145,1000,3300.9118
