instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.096,334760.0218,0.0096,10,348708.3561
m7gd.medium,us-east-1f,10,5.0,10,1,4,10.0,0.0,0.109,256177.5756,0.0109,10,235025.2987
c7i-flex.large,us-east-1f,10,1.0,10,2,2,10.0,0.0,0.254,310479.9571,0.0254,10,122236.2036
c8g.2xlarge,us-east-1b,17,5.0,17,7,7,17.0,0.0,1.2937,523344.1254,0.0761,17,23796.049
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.48,1673800.1091,0.0096,50,69741.6712
m7gd.medium,us-east-1f,50,5.0,50,1,4,50.0,0.0,0.545,1280887.8781,0.0109,50,47005.0597
c7i-flex.large,us-east-1f,50,1.0,50,2,2,50.0,0.0,1.27,1552399.7857,0.0254,50,24447.2407
c6g.xlarge,us-east-1c,75,50.0,75,3,5,75.0,0.0,3.795,1475897.625,0.0506,75,5185.4111
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.96,3347600.2182,0.0096,100,34870.8356
m7gd.medium,us-east-1f,100,5.0,100,1,4,100.0,0.0,1.09,2561775.7562,0.0109,100,23502.5299
c7i-flex.large,us-east-1f,100,1.0,100,2,2,100.0,0.0,2.54,3104799.5714,0.0254,100,12223.6204
c6g.xlarge,us-east-1c,115,50.0,115,4,2,115.0,0.0,5.819,2263043.025,0.0506,115,3381.7898
r7g.medium,us-east-1d,287,25.0,287,1,6,287.0,0.0,3.8171,7323745.212,0.0133,287,6685.2522
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.84,13390400.8727,0.0096,400,8717.7089
m7gd.medium,us-east-1f,400,5.0,400,1,4,400.0,0.0,4.36,10247103.025,0.0109,400,5875.6325
c7i-flex.large,us-east-1f,400,1.0,400,2,2,400.0,0.0,10.16,12419198.2857,0.0254,400,3055.9051
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.6825,8688468.3354,0.0175,439,2576.1796
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.6,33476002.1818,0.0096,1000,3487.0836
m7gd.medium,us-east-1f,1000,5.0,1000,1,4,1000.0,0.0,10.9,25617757.5625,0.0109,1000,2350.253
c7i-flex.large,us-east-1f,1000,1.0,1000,2,2,1000.0,0.0,25.4,31047995.7143,0.0254,1000,1222.362
