instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.074,203536.1129,0.0074,10,275048.8012
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.131,197708.9612,0.0131,10,150922.8712
c8gn.2xlarge,us-west-2d,3,40.0,10,2,2,12.0,2.0,0.267,369419.3826,0.0223,3,115299.4328
c7g.16xlarge,us-west-2c,2,50.0,17,7,7,18.0,1.0,1.5464,456423.4069,0.0859,2,16397.3461
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.37,1017680.5643,0.0074,50,55009.7602
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.655,988544.8062,0.0131,50,30184.5742
c8gn.2xlarge,us-west-2d,13,40.0,50,2,2,52.0,2.0,1.157,1600817.3246,0.0222,13,26607.5614
c7g.16xlarge,us-west-2c,4,50.0,75,3,5,84.0,9.0,3.0928,2129975.8988,0.0368,4,8198.673
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.74,2035361.1286,0.0074,100,27504.8801
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.31,1977089.6125,0.0131,100,15092.2871
c8gn.2xlarge,us-west-2d,25,40.0,100,2,2,100.0,0.0,2.225,3078494.855,0.0223,25,13835.9319
c8gn.2xlarge,us-west-2d,58,40.0,115,4,2,116.0,1.0,5.162,3571054.0318,0.0445,58,5963.7638
r7g.16xlarge,us-west-2a,5,50.0,287,1,6,320.0,33.0,5.4205,8165848.32,0.0169,5,4707.7347
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.96,8141444.5143,0.0074,400,6876.22
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,5.24,7908358.45,0.0131,400,3773.0718
c8gn.2xlarge,us-west-2d,100,40.0,400,2,2,400.0,0.0,8.9,12313979.42,0.0223,100,3458.983
r7g.16xlarge,us-west-2a,8,50.0,439,1,9,448.0,9.0,8.6728,11432187.648,0.0194,8,2942.3342
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,7.4,20353611.2857,0.0074,1000,2750.488
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,13.1,19770896.125,0.0131,1000,1509.2287
c8gn.2xlarge,us-west-2d,250,40.0,1000,2,2,1000.0,0.0,22.25,30784948.55,0.0222,250,1383.5932
